Plant,Ref,Line1,Line2,Batch,Biomass
49263,WC2,GPID_00130,Rana,MMS Batch 5,11.24
49697,R3,GPID_00020,DVF281|MEUSE,MMS Batch 6,11.24
49863,WC3,GPID_00140,Victor,MMS Batch 6,11.24
50330,WC3,GPID_00086,ALDABA,MMS Batch 7,11.24
50335,WC3,GPID_00198,Uran/1,MMS Batch 7,11.24
50396,R3,GPID_00238,Dosha(COLL155/00-3),MMS Batch 8,11.24
48112,WC1,GPID_00228,130731,MMS Batch 2,11.23
48510,WC2,GPID_00152,Basispop.-762,MMS Batch 3,11.23
48761,WC2,GPID_00072,1067,MMS Batch 4,11.23
48777,WC2,GPID_00001,DVF1331|109.669,MMS Batch 4,11.23
48803,WC2,GPID_00061,237,MMS Batch 4,11.23
48808,WC2,GPID_00082,0T0VC(Baraca),MMS Batch 4,11.23
49823,WC3,GPID_00037,DVF3376|IG14201,MMS Batch 6,11.23
49886,WC3,GPID_00209,Divine,MMS Batch 6,11.23
50334,WC3,GPID_00149,Banner/1EP1-1_1-4-1-1,MMS Batch 7,11.23
50471,WC3,GPID_00167,gelbeMarsMutante,MMS Batch 8,11.23
48113,WC1,GPID_00016,DVF2516|29H.1.15.B.(1.12)1MC1.3,MMS Batch 2,11.22
48351,R2,GPID_00009,DVF2080|TYROL,MMS Batch 3,11.22
49651,R3,GPID_00185,L863/1,MMS Batch 6,11.22
48511,WC2,GPID_00167,gelbeMarsMutante,MMS Batch 3,11.21
49701,R3,GPID_00039,DVF1289,MMS Batch 6,11.21
49833,WC3,GPID_00072,1067,MMS Batch 6,11.21
50180,N3,GPID_00099,PEGOLETE,MMS Batch 7,11.21
50387,R3,GPID_00022,DVF310|DULUC,MMS Batch 8,11.21
48526,WC2,GPID_00236,RIL184L,MMS Batch 3,11.20
49803,WC3,GPID_00091,CANA,MMS Batch 6,11.19
50292,WC3,GPID_00146,Apollo/1,MMS Batch 7,11.19
50295,WC3,GPID_00152,Basispop.-762,MMS Batch 7,11.19
50313,WC3,GPID_00118,Macho,MMS Batch 7,11.19
50478,WC3,GPID_00202,Webo/1-1-1-10-1-2,MMS Batch 8,11.19
50485,R1,GPID_00185,L863/1,MMS Batch 8,11.19
48484,WC1,GPID_00177,I6HBNr.49770,MMS Batch 3,11.18
49288,WC2,GPID_00091,CANA,MMS Batch 5,11.18
49844,WC3,GPID_00131,RLW57420,MMS Batch 6,11.18
50290,WC3,GPID_00128,NPZ17.7540,MMS Batch 7,11.18
50247,N3,GPID_00232,Kassa,MMS Batch 7,11.38
47614,R1,GPID_00018,DVF279|LORRAINEMETZ,MMS Batch 1,11.17
47805,WC1,GPID_00113,Condor,MMS Batch 1,11.17
49256,WC2,GPID_00036,DVF3374|IG13943,MMS Batch 5,11.17
49857,WC3,GPID_00141,Limbo,MMS Batch 6,11.17
50321,WC3,GPID_00093,CHIPEN,MMS Batch 7,11.17
47754,WC1,GPID_00163,FAB288,MMS Batch 1,11.16
48097,WC1,GPID_00116,Kristall,MMS Batch 2,11.16
48125,WC1,GPID_00238,Dosha(COLL155/00-3),MMS Batch 2,11.16
50400,R3,GPID_00200,VF172-12,MMS Batch 8,11.16
47787,WC1,GPID_00118,Macho,MMS Batch 1,11.15
48146,WC1,GPID_00195,Slaney/1,MMS Batch 2,11.15
48802,WC2,GPID_00019,DVF280|LORRAINEKOENIGSMAKER,MMS Batch 4,11.15
49253,WC2,GPID_00179,IG11903,MMS Batch 5,11.15
49301,WC2,GPID_00188,MarisBead(cv),MMS Batch 5,11.15
49806,WC3,GPID_00191,Nora38,MMS Batch 6,11.15
49874,WC3,GPID_00122,NPZ16.7650,MMS Batch 6,11.15
50440,N3,GPID_00236,RIL184L,MMS Batch 8,11.15
50450,WC3,GPID_00196,St8419/2,MMS Batch 8,11.15
48082,WC1,GPID_00216,Hedin2,MMS Batch 2,11.14
48105,WC1,GPID_00120,Mythos,MMS Batch 2,11.14
48768,WC2,GPID_00202,Webo/1-1-1-10-1-2,MMS Batch 4,11.14
48793,WC2,GPID_00015,DVF2452|DEBDENMUTANT,MMS Batch 4,11.14
48805,WC2,GPID_00213,Fab7375,MMS Batch 4,11.14
48813,WC2,GPID_00132,Samira,MMS Batch 4,11.14
48838,WC2,GPID_00090,BROCAL,MMS Batch 4,11.14
49804,WC3,GPID_00156,Condor/3(Kaf2),MMS Batch 6,11.14
50140,R3,GPID_00007,DVF1977|221516,MMS Batch 7,11.14
50521,WC1,GPID_00061,237,MMS Batch 8,11.14
47822,WC1,GPID_00064,370,MMS Batch 1,11.13
48544,WC3,ILB938/2,ILB938/2,MMS Batch 3,11.13
48841,WC2,GPID_00110,ARRECHANA,MMS Batch 4,11.13
50300,WC3,GPID_00015,DVF2452|DEBDENMUTANT,MMS Batch 7,11.13
50308,WC3,GPID_00179,IG11903,MMS Batch 7,11.13
50337,WC3,GPID_00232,Kassa,MMS Batch 7,11.18
50495,R2,GPID_00008,DVF1979|223303,MMS Batch 8,11.13
48458,WC1,GPID_00001,DVF1331|109.669,MMS Batch 3,11.12
48787,WC2,GPID_00135,Yukon,MMS Batch 4,11.12
48809,WC2,GPID_00155,Bulldog/1-4EP3-5-1_1,MMS Batch 4,11.12
48830,WC2,GPID_00028,DVF3350|IG11749,MMS Batch 4,11.12
50131,R3,GPID_00031,DVF3358|IG124333,MMS Batch 7,11.12
50265,WC3,GPID_00110,ARRECHANA,MMS Batch 7,11.12
50268,WC3,GPID_00126,NPZ17.7535,MMS Batch 7,11.12
50286,WC3,GPID_00177,I6HBNr.49770,MMS Batch 7,11.12
50457,WC3,GPID_00170,HBNr.52630,MMS Batch 8,11.12
50501,N1,GPID_00032,DVF3360|IG13030,MMS Batch 8,11.12
48762,WC2,GPID_00064,370,MMS Batch 4,11.11
48779,WC2,GPID_00039,DVF1289,MMS Batch 4,11.11
48783,WC2,GPID_00068,505,MMS Batch 4,11.11
50427,N3,GPID_00188,MarisBead(cv),MMS Batch 8,11.11
50477,WC3,GPID_00201,ViciapaucijugaVF635,MMS Batch 8,11.11
47767,WC1,GPID_00028,DVF3350|IG11749,MMS Batch 1,11.10
48099,WC1,GPID_00088,ARECES,MMS Batch 2,11.10
48786,WC2,GPID_00171,HBNr42400,MMS Batch 4,11.10
49847,WC3,GPID_00203,Wibo/1-1_1-1,MMS Batch 6,11.10
50188,N3,GPID_00060,231,MMS Batch 7,11.10
50318,WC3,GPID_00132,Samira,MMS Batch 7,11.10
50324,WC3,GPID_00213,Fab7375,MMS Batch 7,11.10
49287,WC2,GPID_00139,Samba,MMS Batch 5,11.09
49322,WC2,GPID_00154,BPL261,MMS Batch 5,11.09
49755,N3,GPID_00078,1195,MMS Batch 6,11.09
49845,WC3,GPID_00078,1195,MMS Batch 6,11.09
47759,WC1,GPID_00182,K_Tick,MMS Batch 1,11.08
47782,WC1,GPID_00149,Banner/1EP1-1_1-4-1-1,MMS Batch 1,11.08
48071,WC1,GPID_00166,FAB370,MMS Batch 2,11.08
48362,R3,VF172-3Cv,VF172-3Cv,MMS Batch 3,11.08
48494,WC1,GPID_00160,FAB144,MMS Batch 3,11.08
48829,WC2,GPID_00147,Arrisot/1EP1-1_1-4-1-1,MMS Batch 4,11.08
49311,WC2,GPID_00126,NPZ17.7535,MMS Batch 5,11.08
49317,WC2,GPID_00006,DVF177|BOBICKROD115,MMS Batch 5,11.08
50111,R3,GPID_00042,DVF1736,MMS Batch 7,11.08
50260,WC3,GPID_00088,ARECES,MMS Batch 7,11.08
50284,WC3,GPID_00029,DVF3352|IG12010,MMS Batch 7,11.08
48110,WC1,GPID_00151,Basispop.-524,MMS Batch 2,11.07
50309,WC3,GPID_00239,Kassa(Helsinki),MMS Batch 7,11.13
48461,WC1,GPID_00186,L977/88/S1wnEP5-1_1-1sn!!!-1,MMS Batch 3,11.07
49319,WC2,GPID_00163,FAB288,MMS Batch 5,11.07
50296,WC3,GPID_00125,NPZ17.7532,MMS Batch 7,11.07
47758,WC1,GPID_00205,131708,MMS Batch 1,11.06
47820,WC1,GPID_00155,Bulldog/1-4EP3-5-1_1,MMS Batch 1,11.06
48475,WC1,GPID_00218,N52,MMS Batch 3,11.06
48504,WC2,GPID_00241,ALDABA,MMS Batch 3,11.06
48801,WC2,GPID_00153,Bourdon/1EP5EP1-1_1-2-1,MMS Batch 4,11.06
49328,WC2,GPID_00053,MELODIE,MMS Batch 5,11.06
50166,R3,GPID_00087,AMCOR,MMS Batch 7,11.06
50285,WC3,GPID_00124,NPZ17.7303,MMS Batch 7,11.06
50294,WC3,GPID_00129,NPZ17.7541,MMS Batch 7,11.06
47781,WC1,GPID_00139,Samba,MMS Batch 1,11.05
47791,WC1,GPID_00219,PI664248,MMS Batch 1,11.05
48119,WC1,GPID_00020,DVF281|MEUSE,MMS Batch 2,11.05
48780,WC2,GPID_00077,1152,MMS Batch 4,11.05
49828,WC3,GPID_00092,CARAMBA,MMS Batch 6,11.05
50319,WC3,GPID_00046,DVF2407|BPL261,MMS Batch 7,11.05
50449,N3,GPID_00162,FAB237rot,MMS Batch 8,11.05
50461,WC3,GPID_00096,LUZ_DE_OTO„O,MMS Batch 8,11.05
47763,WC1,GPID_00133,Tiffany,MMS Batch 1,11.04
48530,WC2,GPID_00195,Slaney/1,MMS Batch 3,11.04
49258,WC2,GPID_00186,L977/88/S1wnEP5-1_1-1sn!!!-1,MMS Batch 5,11.04
49290,WC2,GPID_00151,Basispop.-524,MMS Batch 5,11.04
50258,WC3,GPID_00157,C™teD`Or/1-1-3-1-2-1-1-2-2-3-22-2,MMS Batch 7,11.04
50326,WC3,GPID_00187,L979/S1/1/1snEP10-1_1-4-1-2,MMS Batch 7,11.04
50333,WC3,GPID_00199,V2544,MMS Batch 7,11.04
50343,WC3,GPID_00221,Taifun,MMS Batch 7,11.04
50481,WC3,GPID_00082,ALAMEDA,MMS Batch 8,11.04
48086,WC1,GPID_00010,DVF2129|MELANGECOTED'OR,MMS Batch 2,11.03
48456,WC1,GPID_00157,C™teD`Or/1-1-3-1-2-1-1-2-2-3-22-2,MMS Batch 3,11.03
48523,WC2,GPID_00014,DVF2378|QUASAR,MMS Batch 3,11.03
49272,WC2,GPID_00118,Macho,MMS Batch 5,11.03
49811,WC3,GPID_00195,Slaney/1,MMS Batch 6,11.03
50323,WC3,GPID_00138,Karna,MMS Batch 7,11.03
50451,WC3,GPID_00142,Erfano,MMS Batch 8,11.03
50469,WC3,GPID_00150,Basispop.-387,MMS Batch 8,11.03
47828,WC1,Melodie,Melodie,MMS Batch 1,11.02
48111,WC1,GPID_00221,Taifun,MMS Batch 2,11.02
49282,WC2,GPID_00116,Kristall,MMS Batch 5,11.02
49303,WC2,GPID_00119,Mallory,MMS Batch 5,11.02
49842,WC3,GPID_00148,Aurora/1,MMS Batch 6,11.02
49860,WC3,GPID_00137,Farah,MMS Batch 6,11.02
49881,WC3,GPID_00039,DVF1289,MMS Batch 6,11.02
50328,WC3,GPID_00085,ALBOLAFIA,MMS Batch 7,11.02
50474,WC3,GPID_00218,N52,MMS Batch 8,11.02
50496,R2,GPID_00082,ALAMEDA,MMS Batch 8,11.02
49837,WC3,GPID_00172,HBNr50580,MMS Batch 6,11.01
49880,WC3,GPID_00059,Victus,MMS Batch 6,11.01
49884,WC3,GPID_00114,Espresso,MMS Batch 6,11.01
50498,N1,GPID_00027,DVF3349|IG11708,MMS Batch 8,11.01
47771,WC1,GPID_00203,Wibo/1-1_1-1,MMS Batch 1,11.00
48130,WC1,GPID_00153,Bourdon/1EP5EP1-1_1-2-1,MMS Batch 2,11.00
48133,WC1,GPID_00121,NPZ16.7610,MMS Batch 2,11.00
50403,R3,GPID_00150,Basispop.-387,MMS Batch 8,11.00
48543,WC3,Hedin2,Hedin2,MMS Batch 3,11.00
49872,WC3,GPID_00053,MELODIE,MMS Batch 6,11.00
48147,WC1,GPID_00236,RIL184L,MMS Batch 2,10.99
48470,WC1,GPID_00059,Victus,MMS Batch 3,10.99
48512,WC2,GPID_00052,Fanfare,MMS Batch 3,10.99
49641,R3,GPID_00234,NV739-1,MMS Batch 6,10.99
49852,WC3,GPID_00134,Troy,MMS Batch 6,10.99
49877,WC3,GPID_00020,DVF281|MEUSE,MMS Batch 6,10.99
47761,WC1,GPID_00150,Basispop.-387,MMS Batch 1,10.98
49810,WC3,GPID_00001,DVF1331|109.669,MMS Batch 6,10.98
49814,WC3,GPID_00166,FAB370,MMS Batch 6,10.98
50298,WC3,GPID_00081,0T0VC(Baraca),MMS Batch 7,10.98
50453,WC3,GPID_00022,DVF310|DULUC,MMS Batch 8,10.98
50483,R1,GPID_00027,DVF3349|IG11708,MMS Batch 8,10.98
47780,WC1,GPID_00097,XBJ90.03-16-1-1-1 (NAVIO),MMS Batch 1,10.97
47794,WC1,GPID_00018,DVF279|LORRAINEMETZ,MMS Batch 1,10.97
48091,WC1,GPID_00037,DVF3376|IG14201,MMS Batch 2,10.97
48153,WC2,Hedin2,Hedin2,MMS Batch 2,10.97
48522,WC2,GPID_00141,Limbo,MMS Batch 3,10.97
48760,N4,Alameda,Alameda,MMS Batch 4,10.97
48766,WC2,GPID_00197,Tatranskije/1,MMS Batch 4,10.97
48782,WC2,GPID_00012,DVF2365|KARL,MMS Batch 4,10.97
48833,WC2,GPID_00051,Fanfare,MMS Batch 4,10.97
48836,WC2,GPID_00228,130731,MMS Batch 4,10.97
49305,WC2,GPID_00121,NPZ16.7610,MMS Batch 5,10.97
49315,WC2,GPID_00221,Taifun,MMS Batch 5,10.97
49829,WC3,GPID_00165,Fab303,MMS Batch 6,10.97
47602,R1,GPID_00149,Banner/1EP1-1_1-4-1-1,MMS Batch 1,10.96
47748,WC1,GPID_00102,VIKINGA,MMS Batch 1,10.96
47903,R1,GPID_00007,DVF1977|221516,MMS Batch 2,10.96
48481,WC1,GPID_00197,Tatranskije/1,MMS Batch 3,10.96
48502,WC2,GPID_00181,ILB938/2,MMS Batch 3,10.96
49241,WC2,GPID_00113,Condor,MMS Batch 5,10.96
49808,WC3,GPID_00224,75573,MMS Batch 6,10.96
50081,R3,GPID_00024,DVF3340|IG115118,MMS Batch 7,10.96
48487,WC1,GPID_00021,DVF288|POP39LARNAUD,MMS Batch 3,10.95
49249,WC2,GPID_00040,DVF1327|ILB551,MMS Batch 5,10.95
49849,WC3,GPID_00111,BORJANA,MMS Batch 6,10.95
48152,WC2,VF172-3Cv,VF172-3Cv,MMS Batch 2,10.94
50303,WC3,GPID_00204,124097,MMS Batch 7,10.94
50434,N3,GPID_00023,DVF3339|IG114963,MMS Batch 8,10.94
50507,N2,GPID_00002,DVF1343|PI221517,MMS Batch 8,10.94
48150,WC2,Alameda,Alameda,MMS Batch 2,10.93
48509,WC2,GPID_00133,Tiffany,MMS Batch 3,10.93
48666,R4,VF172-3Cv,VF172-3Cv,MMS Batch 4,10.93
49268,WC2,GPID_00016,DVF2516|29H.1.15.B.(1.12)1MC1.3,MMS Batch 5,10.93
49321,WC2,GPID_00177,I6HBNr.49770,MMS Batch 5,10.93
49627,R3,GPID_00004,DVF159|GRADISVKA,MMS Batch 6,10.93
49820,WC3,GPID_00136,Zahra,MMS Batch 6,10.93
49706,R3,GPID_00209,Divine,MMS Batch 6,10.92
50266,WC3,GPID_00006,DVF177|BOBICKROD115,MMS Batch 7,10.92
50425,N3,GPID_00090,BROCAL,MMS Batch 8,10.92
48774,WC2,GPID_00073,1070,MMS Batch 4,10.91
49840,WC3,GPID_00186,L977/88/S1wnEP5-1_1-1sn!!!-1,MMS Batch 6,10.91
50093,R3,GPID_00073,1070,MMS Batch 7,10.91
50464,WC3,GPID_00208,Diana07,MMS Batch 8,10.91
48519,WC2,GPID_00140,Victor,MMS Batch 3,10.90
48525,WC2,GPID_00022,DVF310|DULUC,MMS Batch 3,10.90
48535,WC2,GPID_00059,Victus,MMS Batch 3,10.90
50276,WC3,GPID_00127,NPZ17.7538,MMS Batch 7,10.90
50327,WC3,GPID_00182,K_Tick,MMS Batch 7,10.90
47790,WC1,GPID_00027,DVF3349|IG11708,MMS Batch 1,10.89
48072,WC1,GPID_00123,NPZ17.7035,MMS Batch 2,10.89
49822,WC3,GPID_00012,DVF2365|KARL,MMS Batch 6,10.89
48107,WC1,GPID_00200,VF172-12,MMS Batch 2,10.88
48390,N1,GPID_00002,DVF1343|PI221517,MMS Batch 3,10.88
49275,WC2,GPID_00042,DVF1736,MMS Batch 5,10.88
49297,WC2,GPID_00234,NV739-1,MMS Batch 5,10.88
50341,WC3,GPID_00016,DVF2516|29H.1.15.B.(1.12)1MC1.3,MMS Batch 7,10.88
50455,WC3,GPID_00240,MESSAY,MMS Batch 8,10.88
50459,WC3,GPID_00223,Ukko,MMS Batch 8,10.88
48459,WC1,GPID_00207,Aurora2,MMS Batch 3,10.87
48479,WC1,GPID_00039,DVF1289,MMS Batch 3,10.87
48822,WC2,GPID_00142,Erfano,MMS Batch 4,10.87
48134,WC1,GPID_00239,Kassa(Helsinki),MMS Batch 2,11.07
49862,WC3,GPID_00205,131708,MMS Batch 6,10.87
50486,R1,GPID_00032,DVF3360|IG13030,MMS Batch 8,10.87
48083,WC1,GPID_00007,DVF1977|221516,MMS Batch 2,10.86
48094,WC1,GPID_00112,Alfred,MMS Batch 2,10.86
48354,R2,GPID_00007,DVF1977|221516,MMS Batch 3,10.86
48483,WC1,GPID_00141,Limbo,MMS Batch 3,10.86
48800,WC2,GPID_00117,Lynx,MMS Batch 4,10.86
48850,WC4,Alameda,Alameda,MMS Batch 4,10.86
50479,WC3,GPID_00133,Tiffany,MMS Batch 8,10.86
48084,WC1,GPID_00024,DVF3340|IG115118,MMS Batch 2,10.85
48114,WC1,GPID_00005,DVF1599|89.13.6.1.,MMS Batch 2,10.85
48145,WC1,GPID_00011,DVF2327|SELECTIONDANSPOUILLY,MMS Batch 2,10.85
48842,WC2,GPID_00219,PI664248,MMS Batch 4,10.85
48843,WC2,GPID_00207,Aurora2,MMS Batch 4,10.85
49260,WC2,GPID_00196,St8419/2,MMS Batch 5,10.85
49298,WC2,GPID_00218,N52,MMS Batch 5,10.85
49710,R3,GPID_00074,1114,MMS Batch 6,10.85
49855,WC3,GPID_00211,FAB7369,MMS Batch 6,10.85
49861,WC3,GPID_00013,DVF2372|Hiverna,MMS Batch 6,10.85
47824,WC1,Hedin2,Hedin2,MMS Batch 1,10.84
49802,WC3,GPID_00181,ILB938/2,MMS Batch 6,10.84
49827,WC3,GPID_00051,Fanfare,MMS Batch 6,10.84
49839,WC3,GPID_00215,GelberMelaninfleck,MMS Batch 6,10.84
49856,WC3,GPID_00113,Condor,MMS Batch 6,10.84
50095,R3,GPID_00025,DVF3343|IG11687,MMS Batch 7,10.84
48518,WC2,GPID_00223,Ukko,MMS Batch 3,10.83
48818,WC2,GPID_00013,DVF2372|Hiverna,MMS Batch 4,10.83
49292,WC2,GPID_00235,NV866-1,MMS Batch 5,10.83
49310,WC2,GPID_00026,DVF3344|IG11693,MMS Batch 5,10.83
49656,R3,GPID_00005,DVF1599|89.13.6.1.,MMS Batch 6,10.83
49865,WC3,GPID_00147,Arrisot/1EP1-1_1-4-1-1,MMS Batch 6,10.83
50482,WC3,GPID_00162,FAB237rot,MMS Batch 8,10.83
50489,R1,GPID_00006,DVF177|BOBICKROD115,MMS Batch 8,10.83
50492,R2,GPID_00002,DVF1343|PI221517,MMS Batch 8,10.83
47827,WC1,ILB938/2,ILB938/2,MMS Batch 1,10.82
48122,WC1,GPID_00023,DVF3339|IG114963,MMS Batch 2,10.82
48819,WC2,GPID_00100,PALACIO,MMS Batch 4,10.82
49320,WC2,GPID_00123,NPZ17.7035,MMS Batch 5,10.82
47826,WC1,Giza402Gš,Giza402Gš,MMS Batch 1,10.81
48542,WC3,VF172-3Cv,VF172-3Cv,MMS Batch 3,10.81
48791,WC2,GPID_00005,DVF1599|89.13.6.1.,MMS Batch 4,10.81
49816,WC3,GPID_00030,DVF3354|IG124115,MMS Batch 6,10.81
50185,N3,GPID_00025,DVF3343|IG11687,MMS Batch 7,10.81
47684,N1,GPID_00073,1070,MMS Batch 1,10.80
48775,WC2,GPID_00211,FAB7369,MMS Batch 4,10.80
48778,WC2,GPID_00203,Wibo/1-1_1-1,MMS Batch 4,10.80
48785,WC2,GPID_00020,DVF281|MEUSE,MMS Batch 4,10.80
48831,WC2,GPID_00138,Karna,MMS Batch 4,10.80
49293,WC2,GPID_00021,DVF288|POP39LARNAUD,MMS Batch 5,10.80
49316,WC2,GPID_00107,VOLANTIN,MMS Batch 5,10.80
50473,WC3,GPID_00236,RIL184L,MMS Batch 8,10.80
48070,WC1,GPID_00004,DVF159|GRADISVKA,MMS Batch 2,10.79
49166,N2,GPID_00036,DVF3374|IG13943,MMS Batch 5,10.79
49313,WC2,GPID_00031,DVF3358|IG124333,MMS Batch 5,10.79
49817,WC3,GPID_00052,IRENA,MMS Batch 6,10.79
49841,WC3,GPID_00019,DVF280|LORRAINEKOENIGSMAKER,MMS Batch 6,10.79
50468,WC3,GPID_00222,Tina,MMS Batch 8,10.79
48834,WC2,GPID_00232,Kassa,MMS Batch 4,10.87
48482,WC1,GPID_00119,Mallory,MMS Batch 3,10.78
48765,WC2,GPID_00150,Basispop.-387,MMS Batch 4,10.78
48767,WC2,GPID_00032,DVF3360|IG13030,MMS Batch 4,10.78
48799,WC2,GPID_00025,DVF3343|IG11687,MMS Batch 4,10.78
48824,WC2,GPID_00231,Fjord,MMS Batch 4,10.78
49815,WC3,GPID_00219,PI664248,MMS Batch 6,10.78
48131,WC1,GPID_00036,DVF3374|IG13943,MMS Batch 2,10.77
48828,WC2,GPID_00096,LUZ_DE_OTO„O,MMS Batch 4,10.77
49878,WC3,GPID_00120,Mythos,MMS Batch 6,10.77
50342,WC3,GPID_00153,Bourdon/1EP5EP1-1_1-2-1,MMS Batch 7,10.76
49318,WC2,GPID_00027,DVF3349|IG11708,MMS Batch 5,10.75
49873,WC3,GPID_00116,Kristall,MMS Batch 6,10.75
50091,R3,GPID_00040,DVF1327|ILB551,MMS Batch 7,10.75
50332,WC3,GPID_00011,DVF2327|SELECTIONDANSPOUILLY,MMS Batch 7,10.75
50460,WC3,GPID_00188,MarisBead(cv),MMS Batch 8,10.75
50520,WC1,GPID_00148,Aurora/1,MMS Batch 8,10.75
48501,WC2,GPID_00060,231,MMS Batch 3,10.74
49868,WC3,GPID_00068,505,MMS Batch 6,10.74
50171,N3,GPID_00024,DVF3340|IG115118,MMS Batch 7,10.74
50385,R3,GPID_00142,Erfano,MMS Batch 8,10.74
49630,R3,GPID_00001,DVF1331|109.669,MMS Batch 6,10.73
49867,WC3,GPID_00026,DVF3344|IG11693,MMS Batch 6,10.73
50311,WC3,GPID_00031,DVF3358|IG124333,MMS Batch 7,10.73
50458,WC3,GPID_00090,BROCAL,MMS Batch 8,10.73
47735,N1,VF172-3Cv,VF172-3Cv,MMS Batch 1,10.72
48820,WC2,GPID_00192,Orletzki/Orol,MMS Batch 4,10.72
50325,WC3,GPID_00010,DVF2129|MELANGECOTED'OR,MMS Batch 7,10.72
48489,WC1,GPID_00234,NV739-1,MMS Batch 3,10.71
48807,WC2,GPID_00004,DVF159|GRADISVKA,MMS Batch 4,10.71
49181,N2,GPID_00112,Alfred,MMS Batch 5,10.71
49302,WC2,GPID_00102,VIKINGA,MMS Batch 5,10.71
49819,WC3,GPID_00077,1152,MMS Batch 6,10.71
49836,WC3,GPID_00005,DVF1599|89.13.6.1.,MMS Batch 6,10.71
50269,WC3,GPID_00207,Aurora2,MMS Batch 7,10.71
50306,WC3,GPID_00228,130731,MMS Batch 7,10.71
48149,WC2,Melodie,Melodie,MMS Batch 2,10.70
48496,WC1,GPID_00031,DVF3358|IG124333,MMS Batch 3,10.70
48514,WC2,GPID_00017,DVF278|POP.MOUTIERSSAULEX,MMS Batch 3,10.70
48776,WC2,GPID_00220,Scirocco,MMS Batch 4,10.70
48849,WC4,Melodie,Melodie,MMS Batch 4,10.70
49879,WC3,GPID_00109,OMEYA,MMS Batch 6,10.70
50314,WC3,GPID_00070,1017,MMS Batch 7,10.70
50465,WC3,GPID_00197,Tatranskije/1,MMS Batch 8,10.70
50522,WC2,GPID_00002,DVF1343|PI221517,MMS Batch 8,10.70
49323,WC2,GPID_00238,Dosha(COLL155/00-3),MMS Batch 5,10.69
50274,WC3,GPID_00151,Basispop.-524,MMS Batch 7,10.69
50320,WC3,GPID_00007,DVF1977|221516,MMS Batch 7,10.69
50128,R3,GPID_00179,IG11903,MMS Batch 7,10.68
50293,WC3,GPID_00220,Scirocco,MMS Batch 7,10.68
48540,WC3,Melodie,Melodie,MMS Batch 3,10.67
50283,WC3,GPID_00089,BARACA,MMS Batch 7,10.67
47887,R1,GPID_00187,L979/S1/1/1snEP10-1_1-4-1-2,MMS Batch 2,10.66
48536,WC2,GPID_00205,131708,MMS Batch 3,10.66
48500,WC1,GPID_00003,DVF1454|KORNBERGERKLEINKOERNIGE,MMS Batch 3,10.65
49824,WC3,GPID_00009,DVF2080|TYROL,MMS Batch 6,10.65
49851,WC3,GPID_00002,DVF1343|PI221517,MMS Batch 6,10.65
49870,WC3,GPID_00216,Hedin2,MMS Batch 6,10.65
50466,WC3,GPID_00200,VF172-12,MMS Batch 8,10.65
50519,WC1,GPID_00006,DVF177|BOBICKROD115,MMS Batch 8,10.65
47825,WC1,VF172-3Cv,VF172-3Cv,MMS Batch 1,10.63
48792,WC2,GPID_00200,VF172-12,MMS Batch 4,10.63
50273,WC3,GPID_00073,1070,MMS Batch 7,10.63
50514,WC1,GPID_00045,DVF2220|K0285,MMS Batch 8,10.63
47572,R1,GPID_00191,Nora38,MMS Batch 1,10.62
49812,WC3,GPID_00241,NC58,MMS Batch 6,10.62
49864,WC3,GPID_00018,DVF279|LORRAINEMETZ,MMS Batch 6,10.62
49825,WC3,GPID_00032,DVF3360|IG13030,MMS Batch 6,10.61
50289,WC3,GPID_00163,FAB288,MMS Batch 7,10.61
50291,WC3,GPID_00042,DVF1736,MMS Batch 7,10.61
47668,N1,GPID_00205,131708,MMS Batch 1,10.60
49818,WC3,GPID_00017,DVF278|POP.MOUTIERSSAULEX,MMS Batch 6,10.60
50281,WC3,GPID_00123,NPZ17.7035,MMS Batch 7,10.60
48691,N2,GPID_00045,DVF2220|K0285,MMS Batch 4,10.59
48764,WC2,GPID_00046,DVF2407|BPL261,MMS Batch 4,10.59
48770,WC2,GPID_00011,DVF2327|SELECTIONDANSPOUILLY,MMS Batch 4,10.58
48797,WC2,GPID_00178,IG11204,MMS Batch 4,10.58
50282,WC3,GPID_00112,Alfred,MMS Batch 7,10.57
50527,WC2,GPID_00023,DVF3339|IG114963,MMS Batch 8,10.57
47793,WC1,GPID_00012,DVF2365|KARL,MMS Batch 1,10.56
48772,WC2,GPID_00049,DVF3345|IG11695,MMS Batch 4,10.56
48798,WC2,GPID_00018,DVF279|LORRAINEMETZ,MMS Batch 4,10.56
49240,WC2,GPID_00024,DVF3340|IG115118,MMS Batch 5,10.56
50263,WC3,GPID_00192,Orletzki/Orol,MMS Batch 7,10.56
48781,WC2,GPID_00045,DVF2220|K0285,MMS Batch 4,10.55
49813,WC3,GPID_00100,PALACIO,MMS Batch 6,10.55
48545,WC3,Hedin2,Hedin2,MMS Batch 3,10.54
49807,WC3,GPID_00004,DVF159|GRADISVKA,MMS Batch 6,10.53
49690,R3,GPID_00216,Hedin2,MMS Batch 6,10.52
48539,WC2,GPID_00182,K_Tick,MMS Batch 3,10.51
48825,WC2,GPID_00087,AMCOR,MMS Batch 4,10.51
48846,WC4,VF172-3Cv,VF172-3Cv,MMS Batch 4,10.51
50279,WC3,GPID_00139,Samba,MMS Batch 7,10.51
50467,WC3,GPID_00023,DVF3339|IG114963,MMS Batch 8,10.51
47823,WC1,GPID_00222,Tina,MMS Batch 1,10.50
