Plant,Ref,Line1,Line2,Batch,Biomass
48355,R2,GPID_00059,Victus,MMS Batch 3,12.85
48388,N1,GPID_00074,1114,MMS Batch 3,12.85
48431,N2,GPID_00120,Mythos,MMS Batch 3,12.85
48630,R2,GPID_00225,81360,MMS Batch 4,12.85
49100,R2,GPID_00190,Minica,MMS Batch 5,12.85
47568,R1,GPID_00102,VIKINGA,MMS Batch 1,12.84
47951,R1,GPID_00036,DVF3374|IG13943,MMS Batch 2,12.84
47907,R1,GPID_00019,DVF280|LORRAINEKOENIGSMAKER,MMS Batch 2,12.83
48643,R2,GPID_00083,ACEQUIA,MMS Batch 4,12.83
48668,R4,ILB938/2,ILB938/2,MMS Batch 4,12.83
48705,N2,GPID_00127,NPZ17.7538,MMS Batch 4,12.83
49108,R2,GPID_00091,CANA,MMS Batch 5,12.83
49283,WC2,GPID_00094,HISTAL,MMS Batch 5,12.83
47946,R1,GPID_00052,Fanfare,MMS Batch 2,12.82
48332,R2,GPID_00052,Fanfare,MMS Batch 3,12.82
50181,N3,GPID_00040,DVF1327|ILB551,MMS Batch 7,12.82
47646,R1,Giza402Gš,Giza402Gš,MMS Batch 1,12.81
48623,R2,GPID_00061,237,MMS Batch 4,12.81
48667,R4,Giza402Gš,Giza402Gš,MMS Batch 4,12.81
49065,R2,GPID_00111,BORJANA,MMS Batch 5,12.81
49759,N3,GPID_00111,BORJANA,MMS Batch 6,12.81
50213,N3,GPID_00204,124097,MMS Batch 7,12.81
49221,N2,GPID_00126,NPZ17.7535,MMS Batch 5,12.81
47647,R1,ILB938/2,ILB938/2,MMS Batch 1,12.80
47666,N1,GPID_00132,Samira,MMS Batch 1,12.80
47677,N1,GPID_00028,DVF3350|IG11749,MMS Batch 1,12.80
47679,N1,GPID_00240,Messay,MMS Batch 1,12.80
48397,N1,GPID_00021,DVF288|POP39LARNAUD,MMS Batch 3,12.80
48624,R2,GPID_00183,Karmesin,MMS Batch 4,12.80
48635,R2,GPID_00148,Aurora/1,MMS Batch 4,12.80
48662,R2,GPID_00219,PI664248,MMS Batch 4,12.80
48715,N2,GPID_00213,Fab7375,MMS Batch 4,12.80
48054,N1,GPID_00181,ILB938/2,MMS Batch 2,12.79
48298,R1,GPID_00074,1114,MMS Batch 3,12.79
48457,WC1,GPID_00134,Troy,MMS Batch 3,12.79
49115,R2,GPID_00085,ALBOLAFIA,MMS Batch 5,12.79
49623,R3,GPID_00091,CANA,MMS Batch 6,12.79
50123,R3,GPID_00204,124097,MMS Batch 7,12.79
50214,N3,GPID_00231,Fjord,MMS Batch 7,12.79
47634,R1,GPID_00032,DVF3360|IG13030,MMS Batch 1,12.78
47714,N1,GPID_00047,DVF3274|LOCAL,MMS Batch 1,12.78
48040,N1,GPID_00153,Bourdon/1EP5EP1-1_1-2-1,MMS Batch 2,12.78
48716,N2,GPID_00157,C™teD`Or/1-1-3-1-2-1-1-2-2-3-22-2,MMS Batch 4,12.78
49089,R2,GPID_00215,GelberMelaninfleck,MMS Batch 5,12.78
49752,N3,GPID_00148,Aurora/1,MMS Batch 6,12.78
50178,N3,GPID_00126,NPZ17.7535,MMS Batch 7,12.78
47564,R1,GPID_00022,DVF310|DULUC,MMS Batch 1,12.77
47992,N1,GPID_00216,Hedin2,MMS Batch 2,12.77
48462,WC1,GPID_00099,PEGOLETE,MMS Batch 3,12.77
48677,N2,GPID_00032,DVF3360|IG13030,MMS Batch 4,12.77
49072,R2,GPID_00037,DVF3376|IG14201,MMS Batch 5,12.77
50224,N3,GPID_00070,1017,MMS Batch 7,12.77
47622,R1,GPID_00104,709,MMS Batch 1,12.76
47812,WC1,GPID_00115,Hobbit,MMS Batch 1,12.76
47920,R1,GPID_00170,HBNr.52630,MMS Batch 2,12.76
48093,WC1,GPID_00084,ALARGA,MMS Batch 2,12.76
49158,N2,GPID_00097,XBJ90.03-16-1-1-1 (NAVIO),MMS Batch 5,12.76
49179,N2,GPID_00215,GelberMelaninfleck,MMS Batch 5,12.76
49657,R3,GPID_00172,HBNr50580,MMS Batch 6,12.76
47886,R1,GPID_00008,DVF1979|223303,MMS Batch 2,12.75
48060,N2,Alameda,Alameda,MMS Batch 2,12.75
48610,R2,GPID_00189,Mars/2-1(cv),MMS Batch 4,12.75
48640,R2,GPID_00192,Orletzki/Orol,MMS Batch 4,12.75
49080,R2,GPID_00196,St8419/2,MMS Batch 5,12.75
50176,N3,GPID_00006,DVF177|BOBICKROD115,MMS Batch 7,12.75
47911,R1,GPID_00037,DVF3376|IG14201,MMS Batch 2,12.74
47980,N1,GPID_00004,DVF159|GRADISVKA,MMS Batch 2,12.74
48285,R1,GPID_00162,FAB237rot,MMS Batch 3,12.74
48642,R2,GPID_00142,Erfano,MMS Batch 4,12.74
49157,N2,GPID_00149,Banner/1EP1-1_1-4-1-1,MMS Batch 5,12.74
49231,N2,GPID_00177,I6HBNr.49770,MMS Batch 5,12.74
50487,R1,GPID_00094,HISTAL,MMS Batch 8,12.74
47593,R1,GPID_00091,CANA,MMS Batch 1,12.73
48295,R1,GPID_00218,N52,MMS Batch 3,12.73
49106,R2,GPID_00164,Fab302,MMS Batch 5,12.73
49655,R3,GPID_00237,RIL35L,MMS Batch 6,12.73
50195,N3,GPID_00124,NPZ17.7303,MMS Batch 7,12.73
47910,R1,GPID_00138,Karna,MMS Batch 2,12.72
47954,R1,GPID_00239,Kassa(Helsinki),MMS Batch 2,12.72
48422,N2,GPID_00052,Fanfare,MMS Batch 3,12.72
48699,N2,GPID_00193,Peru/Karg-5,MMS Batch 4,12.72
49064,R2,GPID_00105,1000,MMS Batch 5,12.72
49141,R2,GPID_00177,I6HBNr.49770,MMS Batch 5,12.72
49147,R2,GPID_00230,FAB7367,MMS Batch 5,12.72
50186,N3,GPID_00127,NPZ17.7538,MMS Batch 7,12.72
47569,R1,GPID_00114,Espresso,MMS Batch 1,12.71
47999,N1,GPID_00065,377,MMS Batch 2,12.71
49136,R2,GPID_00107,VOLANTIN,MMS Batch 5,12.71
49674,R3,GPID_00065,377,MMS Batch 6,12.71
49691,R3,GPID_00190,Minica,MMS Batch 6,12.71
49191,N2,GPID_00198,Uran/1,MMS Batch 5,12.71
47607,R1,GPID_00118,Macho,MMS Batch 1,12.70
48024,N1,GPID_00005,DVF1599|89.13.6.1.,MMS Batch 2,12.70
47652,N1,GPID_00124,NPZ17.7303,MMS Batch 1,12.70
47663,N1,GPID_00046,DVF2407|BPL261,MMS Batch 1,12.70
47670,N1,GPID_00089,BARACA,MMS Batch 1,12.70
47678,N1,GPID_00224,75573,MMS Batch 1,12.70
47693,N1,GPID_00092,CARAMBA,MMS Batch 1,12.70
48286,R1,GPID_00169,GLB13=F4(EP6xNixe37_stabil),MMS Batch 3,12.70
48450,N3,Melodie,Melodie,MMS Batch 3,12.70
48634,R2,GPID_00175,I2_47304,MMS Batch 4,12.70
49094,R2,GPID_00058,Trumpet,MMS Batch 5,12.70
49230,N2,GPID_00123,NPZ17.7035,MMS Batch 5,12.70
49672,R3,GPID_00134,Troy,MMS Batch 6,12.70
49739,N3,GPID_00165,Fab303,MMS Batch 6,12.70
50254,N3,GPID_00183,Karmesin,MMS Batch 7,12.70
47592,R1,GPID_00235,NV866-1,MMS Batch 1,12.69
48310,R1,GPID_00129,NPZ17.7541,MMS Batch 3,12.69
48719,N2,GPID_00155,Bulldog/1-4EP3-5-1_1,MMS Batch 4,12.69
49063,R2,GPID_00168,Giza402Gš,MMS Batch 5,12.69
49212,N2,GPID_00102,VIKINGA,MMS Batch 5,12.69
47888,R1,GPID_00230,FAB7367,MMS Batch 2,12.68
48374,N1,GPID_00161,FAB237,MMS Batch 3,12.68
48394,N1,GPID_00177,I6HBNr.49770,MMS Batch 3,12.68
49109,R2,GPID_00108,JOYA,MMS Batch 5,12.68
49737,N3,GPID_00051,Fanfare,MMS Batch 6,12.68
50430,N3,GPID_00135,Yukon,MMS Batch 8,12.68
50174,N3,GPID_00106,COMENDADOR,MMS Batch 7,12.64
48349,R2,GPID_00084,ALARGA,MMS Batch 3,12.67
48358,R2,GPID_00128,NPZ17.7540,MMS Batch 3,12.67
47938,R1,GPID_00171,HBNr42400,MMS Batch 2,12.66
47963,R1,GPID_00159,FAB120,MMS Batch 2,12.66
47967,R1,GPID_00236,RIL184L,MMS Batch 2,12.66
50170,N3,GPID_00088,ARECES,MMS Batch 7,12.66
50193,N3,GPID_00089,BARACA,MMS Batch 7,12.66
50197,N3,GPID_00084,ALARGA,MMS Batch 7,12.66
49195,N2,GPID_00174,I2_47303,MMS Batch 5,12.66
47930,R1,GPID_00151,Basispop.-524,MMS Batch 2,12.65
48356,R2,GPID_00205,131708,MMS Batch 3,12.65
48713,N2,GPID_00061,237,MMS Batch 4,12.65
49733,N3,GPID_00037,DVF3376|IG14201,MMS Batch 6,12.65
49882,WC3,GPID_00176,I5_FAB106,MMS Batch 6,12.65
50223,N3,GPID_00118,Macho,MMS Batch 7,12.65
47795,WC1,GPID_00105,1000,MMS Batch 1,12.64
47885,R1,GPID_00085,ALBOLAFIA,MMS Batch 2,12.64
48343,R2,GPID_00014,DVF2378|QUASAR,MMS Batch 3,12.64
49709,R3,GPID_00171,HBNr42400,MMS Batch 6,12.64
48401,N1,GPID_00106,COMENDADOR,MMS Batch 3,12.17
47955,R1,GPID_00201,ViciapaucijugaVF635,MMS Batch 2,12.63
49097,R2,GPID_00124,NPZ17.7303,MMS Batch 5,12.63
48743,N2,GPID_00051,Fanfare,MMS Batch 4,12.62
48758,N4,ILB938/2,ILB938/2,MMS Batch 4,12.62
49232,N2,GPID_00154,BPL261,MMS Batch 5,12.62
47917,R1,GPID_00116,Kristall,MMS Batch 2,12.61
48055,N1,GPID_00011,DVF2327|SELECTIONDANSPOUILLY,MMS Batch 2,12.61
48284,R1,GPID_00161,FAB237,MMS Batch 3,12.61
48353,R2,GPID_00191,Nora38,MMS Batch 3,12.61
48600,R2,GPID_00077,1152,MMS Batch 4,12.61
48641,R2,GPID_00109,OMEYA,MMS Batch 4,12.61
48650,R2,GPID_00028,DVF3350|IG11749,MMS Batch 4,12.61
49647,R3,GPID_00051,Fanfare,MMS Batch 6,12.61
49795,N3,GPID_00117,Lynx,MMS Batch 6,12.61
50253,N3,GPID_00221,Taifun,MMS Batch 7,12.61
50443,N3,GPID_00107,VOLANTIN,MMS Batch 8,12.61
47562,R1,GPID_00124,NPZ17.7303,MMS Batch 1,12.60
47635,R1,GPID_00220,Scirocco,MMS Batch 1,12.60
47773,WC1,GPID_00091,CANA,MMS Batch 1,12.60
47912,R1,GPID_00126,NPZ17.7535,MMS Batch 2,12.60
47960,R1,GPID_00178,IG11204,MMS Batch 2,12.60
47981,N1,GPID_00166,FAB370,MMS Batch 2,12.60
47994,N1,GPID_00024,DVF3340|IG115118,MMS Batch 2,12.60
48007,N1,GPID_00116,Kristall,MMS Batch 2,12.60
47658,N1,GPID_00102,VIKINGA,MMS Batch 1,12.60
47669,N1,GPID_00182,K_Tick,MMS Batch 1,12.60
47703,N1,GPID_00012,DVF2365|KARL,MMS Batch 1,12.60
48402,N1,GPID_00110,ARRECHANA,MMS Batch 3,12.60
50087,R3,GPID_00105,1000,MMS Batch 7,12.60
50160,R3,GPID_00098,XBJ90.04-6-2-1-1 (QUIJOTE),MMS Batch 7,12.60
50244,N3,GPID_00149,Banner/1EP1-1_1-4-1-1,MMS Batch 7,12.60
47611,R1,GPID_00219,PI664248,MMS Batch 1,12.59
47802,WC1,GPID_00104,709,MMS Batch 1,12.59
47896,R1,GPID_00135,Yukon,MMS Batch 2,12.59
49149,R2,GPID_00165,Fab303,MMS Batch 5,12.59
49666,R3,GPID_00063,287,MMS Batch 6,12.59
50243,N3,GPID_00199,V2544,MMS Batch 7,12.59
48655,R2,GPID_00029,DVF3352|IG12010,MMS Batch 4,12.58
48702,N2,GPID_00200,VF172-12,MMS Batch 4,12.58
49233,N2,GPID_00238,Dosha(COLL155/00-3),MMS Batch 5,12.58
50184,N3,GPID_00151,Basispop.-524,MMS Batch 7,12.58
50211,N3,GPID_00164,Fab302,MMS Batch 7,12.58
47639,R1,GPID_00140,Victor,MMS Batch 1,12.57
47801,WC1,GPID_00063,287,MMS Batch 1,12.57
48059,N2,Melodie,Melodie,MMS Batch 2,12.57
48347,R2,GPID_00159,FAB120,MMS Batch 3,12.57
48386,N1,GPID_00232,Kassa,MMS Batch 3,12.57
48393,N1,GPID_00141,Limbo,MMS Batch 3,12.57
48625,R2,GPID_00213,Fab7375,MMS Batch 4,12.57
48679,N2,GPID_00129,NPZ17.7541,MMS Batch 4,12.57
49091,R2,GPID_00112,Alfred,MMS Batch 5,12.57
49635,R3,GPID_00219,PI664248,MMS Batch 6,12.57
50182,N3,GPID_00028,DVF3350|IG11749,MMS Batch 7,12.57
47921,R1,GPID_00180,IG13010,MMS Batch 2,12.56
48628,R2,GPID_00082,0T0VC(Baraca),MMS Batch 4,12.56
49090,R2,GPID_00199,V2544,MMS Batch 5,12.56
49114,R2,GPID_00172,HBNr50580,MMS Batch 5,12.56
49796,N3,GPID_00209,Divine,MMS Batch 6,12.56
50127,R3,GPID_00115,Hobbit,MMS Batch 7,12.56
50410,R3,GPID_00107,VOLANTIN,MMS Batch 8,12.56
48020,N1,GPID_00151,Basispop.-524,MMS Batch 2,12.55
48283,R1,GPID_00231,Fjord,MMS Batch 3,12.55
49626,R3,GPID_00191,Nora38,MMS Batch 6,12.55
47582,R1,GPID_00223,Ukko,MMS Batch 1,12.54
47623,R1,GPID_00211,FAB7369,MMS Batch 1,12.54
48678,N2,GPID_00202,Webo/1-1-1-10-1-2,MMS Batch 4,12.54
49112,R2,GPID_00235,NV866-1,MMS Batch 5,12.54
49124,R2,GPID_00214,GCN07715cf3,MMS Batch 5,12.54
49650,R3,GPID_00097,XBJ90.03-16-1-1-1 (NAVIO),MMS Batch 6,12.54
47619,R1,GPID_00090,BROCAL,MMS Batch 1,12.53
47923,R1,GPID_00051,Fanfare,MMS Batch 2,12.53
47950,R1,GPID_00153,Bourdon/1EP5EP1-1_1-2-1,MMS Batch 2,12.53
48414,N2,GPID_00241,ALDABA,MMS Batch 3,12.53
48613,R2,GPID_00015,DVF2452|DEBDENMUTANT,MMS Batch 4,12.53
48728,N2,GPID_00013,DVF2372|Hiverna,MMS Batch 4,12.53
49113,R2,GPID_00021,DVF288|POP39LARNAUD,MMS Batch 5,12.53
49159,N2,GPID_00040,DVF1327|ILB551,MMS Batch 5,12.53
49669,R3,GPID_00111,BORJANA,MMS Batch 6,12.53
49683,R3,GPID_00140,Victor,MMS Batch 6,12.53
50196,N3,GPID_00177,I6HBNr.49770,MMS Batch 7,12.53
50222,N3,GPID_00154,BPL261,MMS Batch 7,12.53
50246,N3,GPID_00130,Rana,MMS Batch 7,12.53
47966,R1,GPID_00195,Slaney/1,MMS Batch 2,12.52
48369,N1,GPID_00207,Aurora2,MMS Batch 3,12.52
48738,N2,GPID_00096,LUZ_DE_OTO„O,MMS Batch 4,12.52
48751,N2,GPID_00110,ARRECHANA,MMS Batch 4,12.52
49087,R2,GPID_00239,Kassa(Helsinki),MMS Batch 5,12.52
50175,N3,GPID_00110,ARRECHANA,MMS Batch 7,12.52
50234,N3,GPID_00213,Fab7375,MMS Batch 7,12.52
50419,N3,GPID_00058,Trumpet,MMS Batch 8,12.52
48004,N1,GPID_00112,Alfred,MMS Batch 2,12.51
48279,R1,GPID_00207,Aurora2,MMS Batch 3,12.51
48299,R1,GPID_00039,DVF1289,MMS Batch 3,12.51
49086,R2,GPID_00143,47301,MMS Batch 5,12.51
50142,R3,GPID_00173,Hiverna/1-1-2EP3-2,MMS Batch 7,12.51
47578,R1,GPID_00205,131708,MMS Batch 1,12.50
48006,N1,GPID_00096,LUZ_DE_OTO„O,MMS Batch 2,12.50
48058,N2,Giza402Gš,Giza402Gš,MMS Batch 2,12.50
47653,N1,GPID_00122,NPZ16.7650,MMS Batch 1,12.50
47667,N1,GPID_00070,1017,MMS Batch 1,12.50
48403,N1,GPID_00183,Karmesin,MMS Batch 3,12.50
48693,N2,GPID_00068,505,MMS Batch 4,12.50
47757,WC1,GPID_00070,1017,MMS Batch 1,12.49
48620,R2,GPID_00117,Lynx,MMS Batch 4,12.49
48645,R2,GPID_00087,AMCOR,MMS Batch 4,12.49
49095,R2,GPID_00042,DVF1736,MMS Batch 5,12.49
49654,R3,GPID_00160,FAB144,MMS Batch 6,12.49
50105,R3,GPID_00124,NPZ17.7303,MMS Batch 7,12.49
50151,R3,GPID_00158,DUC1268(4)(1)/VC-1=1268(4)(1)-1,MMS Batch 7,12.49
50192,N3,GPID_00112,Alfred,MMS Batch 7,12.49
49217,N2,GPID_00169,GLB13=F4(EP6xNixe37_stabil),MMS Batch 5,12.49
47952,R1,GPID_00029,DVF3352|IG12010,MMS Batch 2,12.48
47996,N1,GPID_00010,DVF2129|MELANGECOTED'OR,MMS Batch 2,12.48
48063,N2,Hedin2,Hedin2,MMS Batch 2,12.48
48276,R1,GPID_00157,C™teD`Or/1-1-3-1-2-1-1-2-2-3-22-2,MMS Batch 3,12.48
48346,R2,GPID_00236,RIL184L,MMS Batch 3,12.48
48595,R2,GPID_00211,FAB7369,MMS Batch 4,12.48
49742,N3,GPID_00159,FAB120,MMS Batch 6,12.48
50189,N3,GPID_00139,Samba,MMS Batch 7,12.48
48300,R1,GPID_00002,DVF1343|PI221517,MMS Batch 3,12.47
